id,character,readings,shapes,components,strokes,radical_reading,radical_character,drawing,unicode
259,牙,nha,⿻,牙,4.0,nha,牙,一フ丨ノ,U+7259
260,画,hoạ hoạch,⿴⿱,一凵田,8.0,điền,田,一丨フ一丨一フ丨,U+753B
261,臥,ngoạ,⿰,臣人,8.0,thần,臣,一丨フ一丨フノ丶,U+81E5
262,芽,nha,⿱,艹牙,7.0,thảo,艸,一丨丨一フ丨ノ,U+82BD
263,蛾,nga nghĩ,⿰,虫我,13.0,trùng,虫,丨フ一丨一丶ノ一丨一フノ丶,U+86FE
264,賀,hạ,⿱,加貝,12.0,bối,貝,フノ丨フ一丨フ一一一ノ丶,U+8CC0
265,雅,nha nhã,⿰,牙隹,12.0,chuy,隹,一フ丨ノノ丨丶一一一丨一,U+96C5
266,餓,ngã ngạ,⿰,飠我,15.0,thực,食,ノ丶丶フ一一フ丶ノ一丨一フノ丶,U+9913
267,駕,giá,⿱,加馬,15.0,mã,馬,フノ丨フ一一丨一一丨フ丶丶丶丶,U+99D5
268,介,giới,⿱⿰,人丿丨,4.0,nhân,人,ノ丶ノ丨,U+4ECB
269,会,cối hội,⿱,人云,6.0,nhân,人,ノ丶一一フ丶,U+4F1A
270,解,giái giải giới,⿰⿱,角刀牛,13.0,giác,角,ノフノフ一一丨フノノ一一丨,U+89E3
271,回,hối hồi,⿴,囗口,6.0,vi,囗,丨フ丨フ一一,U+56DE
272,塊,khối,⿰,土鬼,12.0,thổ,土,一丨一ノ丨フ一一ノフフ丶,U+584A
273,壊,bôi bùi hoại khôi nhưỡng phôi,⿰⿳,土十皿衣,16.0,thổ,土,一丨一一丨丨フ丨丨一丶一ノフノ丶,U+58CA
274,廻,hồi,⿺,廴回,8.0,dẫn,廴,丨フ丨フ一一フ丶,U+5EFB
275,快,khoái,⿰,⺖夬,7.0,tâm,心,丶丶丨フ一ノ丶,U+5FEB
276,怪,quái,⿰,⺖圣,8.0,tâm,心,丶丶丨フ丶一丨一,U+602A
277,悔,hối hổi,⿰,⺖每,10.0,tâm,心,丶丶丨ノ一フフ丶一丶,U+6094
278,恢,khôi,⿰,⺖灰,9.0,tâm,心,丶丶丨一ノ丶ノノ丶,U+6062
279,懐,hoài phó phụ,⿰⿳,⺖亠罒衣,16.0,tâm,心,丶丶丨丶一丨フ丨丨一丶一ノフノ丶,U+61D0
280,戒,giới,⿹,戈廾,7.0,qua,戈,一一ノ丨フノ丶,U+6212
281,拐,quải,⿰,⺘另,8.0,thủ,手,一丨一丨フ一フノ,U+62D0
282,改,cải,⿰,己攵,7.0,phác,攴,フ一フノ一ノ丶,U+6539
283,魁,khôi,⿺,鬼斗,13.0,quỷ,鬼,ノ丨フ一一ノフフ丶丶丶一丨,U+9B41
284,晦,hối,⿰,日每,11.0,nhật,日,丨フ一一ノ一フフ丶一丶,U+6666
285,械,giới,⿰,木戒,11.0,mộc,木,一丨ノ丶一一ノ丨フノ丶,U+68B0
286,海,hải,⿰,⺡每,10.0,thuỷ,水,丶丶一ノ一フフ丶一丶,U+6D77
287,灰,hôi khôi,⿸,𠂇火,6.0,hoả,火,一ノ丶ノノ丶,U+7070
288,界,giới,⿱,田介,9.0,điền,田,丨フ一丨一ノ丶ノ丨,U+754C
289,皆,giai,⿱,比白,9.0,bạch,白,一フノフノ丨フ一一,U+7686
290,絵,hội,⿰,糹会,12.0,mịch,糸,フフ丶丶丶丶ノ丶一一フ丶,U+7D75
291,芥,giới,⿱,艹介,7.0,thảo,艸,一丨丨ノ丶ノ丨,U+82A5
292,蟹,giải,⿱,解虫,19.0,trùng,虫,ノフノフ一一丨フノノ一一丨丨フ一丨一丶,U+87F9
293,開,khai,⿵,門开,12.0,môn,門,丨フ一一丨フ一一一一ノ丨,U+958B
294,階,giai,⿰,⻖皆,11.0,phụ,阜,フ丨一フノフノ丨フ一一,U+968E
295,貝,bối,⿻,目八,7.0,bối,貝,丨フ一一一ノ丶,U+8C9D
296,凱,khải,⿰,豈几,12.0,kỷ,几,丨フ丨一丨フ一丶ノ一ノフ,U+51F1
297,劾,hặc,⿰,亥力,8.0,lực,力,丶一フノノ丶フノ,U+52BE
298,外,ngoại,⿰,夕卜,5.0,tịch,夕,ノフ丶丨丶,U+5916
299,咳,hài khái,⿰,口亥,9.0,khẩu,口,丨フ一丶一フノノ丶,U+54B3
300,害,hại hạt,⿱⿱,宀丰口,10.0,miên,宀,丶丶フ一一一丨丨フ一,U+5BB3
301,崖,nhai,⿱,山厓,11.0,sơn,山,丨フ丨一ノ一丨一一丨一,U+5D16
302,慨,khái,⿰,⺖既,12.0,tâm,心,丶丶丨フ一一フ丶一フノフ,U+6168
303,概,hị khái,⿰,木既,13.0,mộc,木,一丨ノ丶フ一一フ丶一フノフ,U+6982
304,涯,nhai,⿰,⺡厓,11.0,thuỷ,水,丶丶一一ノ一丨一一丨一,U+6DAF
305,碍,ngại,⿰,石㝵,13.0,thạch,石,一ノ丨フ一丨フ一一一一丨丶,U+788D
306,蓋,cái hạp,⿱,艹盍,13.0,thảo,艸,一丨丨一丨一フ丶丨フ丨丨一,U+84CB
307,街,nhai,⿴,行圭,12.0,hành,行,ノノ丨一丨一一丨一一一丨,U+8857
308,該,cai,⿰,言亥,13.0,ngôn,言,丶一一一丨フ一丶一フノノ丶,U+8A72
309,鎧,khải,⿰,金豈,18.0,kim,金,ノ丶一一丨丶ノ一丨フ丨一丨フ一丶ノ一,U+93A7
310,骸,hài,⿰,骨亥,15.0,cốt,骨,丨フフ丶フ丨フ一一丶一フノノ丶,U+9AB8
311,浬,hải lí lí lý,⿰,⺡里,10.0,thuỷ,水,丶丶一丨フ一一丨一一,U+6D6C
312,馨,hinh hấn,⿱,殸香,20.0,hương,香,一丨一フ丨一ノノフフ丶ノ一丨ノ丶丨フ一一,U+99A8
313,蛙,oa,⿰,虫圭,12.0,trùng,虫,丨フ一丨一丶一丨一一丨一,U+86D9
314,垣,viên,⿰,土亘,9.0,thổ,土,一丨一一丨フ一一一,U+57A3
315,柿,sĩ thị,⿰,木市,9.0,mộc,木,一丨ノ丶丶一丨フ丨,U+67FF
316,蛎,lệ,⿰,虫厉,11.0,trùng,虫,丨フ一丨一丶一ノ一フノ,U+86CE
317,鈎,câu,⿰,金勾,12.0,kim,金,ノ丶一一丨丶ノ一ノフフ丶,U+920E
318,劃,hoạch,⿰,畫⺉,14.0,đao,刀,フ一一一丨一丨フ一丨一一丨丨,U+5283
319,嚇,hách,⿰,口赫,17.0,khẩu,口,丨フ一一丨一ノ丨ノ丶一丨一ノ丨ノ丶,U+5687
320,各,các,⿱,夂口,6.0,khẩu,口,ノフ丶丨フ一,U+5404
321,廓,khoác khuếch,⿸,广郭,13.0,nghiễm,广,丶一ノ丶一丨フ一フ丨一フ丨,U+5ED3
322,拡,khoác khoách khoáng khoắc khuếch,⿰,⺘広,8.0,thủ,手,一丨一丶一ノフ丶,U+62E1
323,撹,cảo giảo,⿰,⺘覚,15.0,thủ,手,一丨一丶丶ノ丶フ丨フ一一一ノフ,U+64B9
324,格,các cách,⿰,木各,10.0,mộc,木,一丨ノ丶ノフ丶丨フ一,U+683C
325,核,hạch hạt hồ,⿰,木亥,10.0,mộc,木,一丨ノ丶丶一フノノ丶,U+6838
326,殻,xác,⿰,壳殳,11.0,thù,殳,一丨一丶フノフノフフ丶,U+6BBB
327,獲,hoạch,⿰,⺨蒦,16.0,khuyển,犬,ノフノ一丨丨ノ丨丶一一一丨一フ丶,U+7372
328,確,xác,⿰,石隺,15.0,thạch,石,一ノ丨フ一丶フノ丨丶一一一丨一,U+78BA
329,穫,hoạch,⿰,禾蒦,18.0,hoà,禾,ノ一丨ノ丶一丨丨ノ丨丶一一一丨一フ丶,U+7A6B
330,覚,giác giáo,⿳,⺍冖見,12.0,kiến,見,丶丶ノ丶フ丨フ一一一ノフ,U+899A
331,角,cốc giác giốc lộc,⿻,角,7.0,giác,角,ノフノフ一一丨,U+89D2
332,赫,hách,⿰,赤赤,14.0,xích,赤,一丨一ノ丨ノ丶一丨一ノ丨ノ丶,U+8D6B
333,較,giác giáo giảo giếu,⿰,車交,13.0,xa,車,一丨フ一一一丨丶一ノ丶ノ丶,U+8F03
334,郭,quách,⿰,享⻏,10.0,ấp,邑,丶一丨フ一フ丨一フ丨,U+90ED
335,閣,các,⿵,門各,14.0,môn,門,丨フ一一丨フ一一ノフ丶丨フ一,U+95A3
336,隔,cách,⿰,⻖鬲,12.0,phụ,阜,フ丨一丨フ一丨フ丶ノ一丨,U+9694
337,革,cách cức,⿻,革,9.0,cách,革,一丨丨一丨フ一一丨,U+9769
338,学,học,⿳,⺍冖子,8.0,tử,子,丶丶ノ丶フフ丨一,U+5B66
339,岳,nhạc,⿱,丘山,8.0,sơn,山,ノ丨一丨一丨フ丨,U+5CB3
340,楽,lạc,⿱,木白,13.0,mộc,木,ノ丨フ一一丶一ノ丶一丨ノ丶,U+697D
341,額,ngạch,⿰,客頁,18.0,hiệt,頁,丶丶フノフ丶丨フ一一ノ丨フ一一一ノ丶,U+984D
342,顎,ngạc,⿰,咢頁,18.0,hiệt,頁,丨フ一丨フ一一一フ一ノ丨フ一一一ノ丶,U+984E
343,掛,quải,⿰,⺘卦,11.0,thủ,手,一丨一一丨一一丨一丨丶,U+639B
344,笠,lạp,⿱,⺮立,11.0,trúc,竹,ノ一丶ノ一丶丶一丶ノ一,U+7B20
345,樫,sồi,⿰,木堅臤土臣又,15.0,mộc,木,一丨ノ丶一丨フ一丨フフ丶一丨一,U+6A2B
346,橿,cương,⿰,木畺,17.0,mộc,木,一丨ノ丶一丨フ一丨一一丨フ一丨一一,U+6A7F
347,梶,vĩnh vịnh,⿰,木尾尸毛,11.0,mộc,木,一丨ノ丶フ一ノノ一一フ,U+68B6
348,鰍,thu,⿰,魚秋,20.0,ngư,魚,ノフ丨フ一丨一丶丶丶丶ノ一丨ノ丶丶ノノ丶,U+9C0D
349,潟,tích,⿰,⺡舄,15.0,thuỷ,水,丶丶一ノ丨一フ一一ノフ丶丶丶丶,U+6F5F
350,割,cát,⿰,害⺉,12.0,đao,刀,丶丶フ一一一丨丨フ一丨丨,U+5272
351,喝,hát hạt ái ới,⿰,口曷,12.0,khẩu,口,丨フ一丨フ一一ノフノ丶フ,U+559D
352,恰,cáp kháp,⿰,⺖合,9.0,tâm,心,丶丶丨ノ丶一丨フ一,U+6070
353,括,hoạt quát,⿰,⺘舌,9.0,thủ,手,一丨一ノ一丨丨フ一,U+62EC
354,活,hoạt quạt,⿰,⺡舌,9.0,thuỷ,水,丶丶一ノ一丨丨フ一,U+6D3B
355,渇,hạt khát kiệt,⿰⿱,⺡日匂,11.0,thuỷ,水,丶丶一丨フ一一ノフノフ,U+6E07
356,滑,cốt hoạt,⿰,⺡骨,12.0,thuỷ,水,丶丶一丨フフ丶フ丨フ一一,U+6ED1
357,葛,cát,⿱,艹曷,12.0,thảo,艸,一丨丨丨フ一一ノフノ丶フ,U+845B
358,褐,cát hạt,⿰,衤曷,14.0,y,衣,丶フ丨ノ丶丨フ一一ノフノ丶フ,U+8910
359,轄,hạt,⿰,車害,17.0,xa,車,一丨フ一一一丨丶丶フ一一一丨丨フ一,U+8F44
360,且,thư thả tồ,⿻,一,5.0,nhất,一,丨フ一一一,U+4E14
361,鰹,kiên,⿰,魚堅,22.0,ngư,魚,ノフ丨フ一丨一丶丶丶丶一丨フ一丨フフ丶一丨一,U+9C39
362,叶,diệp hiệp,⿰,口十,5.0,khẩu,口,丨フ一一丨,U+53F6
363,椛,hoa,⿰,木花,11.0,mộc,木,一丨ノ丶一丨丨ノ丨ノフ,U+691B
364,樺,hoa,⿰,木華,14.0,mộc,木,一丨ノ丶一丨丨一一丨丨一一丨,U+6A3A
365,鞄,bào bạc,⿰,革包,14.0,cách,革,一丨丨一丨フ一一丨ノフフ一フ,U+9784
366,株,chu châu,⿰,木朱,10.0,mộc,木,一丨ノ丶ノ一一丨ノ丶,U+682A
367,兜,đâu,⿱,儿白,11.0,nhân,儿,ノ丨フ一一ノフフ一ノフ,U+515C
368,竃,táo,⿳⿱,穴土日电,17.0,huyệt,穴,丶丶フノ丶一丨一丨フ一一丨フ一一フ,U+7AC3
369,蒲,bạc bồ,⿱,艹浦,13.0,thảo,艸,一丨丨丶丶一一丨フ一一丨丶,U+84B2
370,釜,phủ,⿱,金,10.0,kim,金,ノ丶ノ丶一一丨丶ノ一,U+91DC
371,鎌,liêm,⿰,金兼,18.0,kim,金,ノ丶一一丨丶ノ一丶ノ一フ一一丨丨ノ丶,U+938C
372,噛,giảo,⿰,口歯,15.0,khẩu,口,丨フ一丨一丨一丶ノ一丨ノ丶フ丨,U+565B
373,鴨,áp,⿰,甲鳥,16.0,điểu,鳥,丨フ一一丨ノ丨フ一一一フ丶丶丶丶,U+9D28
374,栢,bá bách,⿰,木百,10.0,mộc,木,一丨ノ丶一ノ丨フ一一,U+6822
375,茅,mao,⿱,艹矛,8.0,thảo,艸,一丨丨フ丶フ丨ノ,U+8305
376,萱,huyên,⿱,艹宣,12.0,thảo,艸,一丨丨丶丶フ一丨フ一一一,U+8431
377,粥,chúc dục,⿲,弓米弓,12.0,mễ,米,フ一フ丶ノ一丨ノ丶フ一フ,U+7CA5
378,刈,ngải,⿰,㐅⺉,4.0,đao,刀,ノ丶丨丨,U+5208
379,苅,ngải,⿱,艹刈,7.0,thảo,艸,一丨丨ノ丶丨丨,U+82C5
380,瓦,ngoá ngoã,⿻,瓦,4.0,ngoã,瓦,一フフ丶,U+74E6
381,乾,can càn kiền,⿸⿰,𠦝𠂉乙,11.0,ất,乙,一丨丨フ一一一丨ノ一フ,U+4E7E
382,侃,khản,⿰⿱,亻口川,8.0,nhân,人,ノ丨丨フ一ノ丨フ,U+4F83
383,冠,quan quán,⿱⿺,冖元寸,9.0,mịch,冖,丶フ一一ノフ一丨丶,U+51A0
384,寒,hàn,⿱,𡨄⺀,12.0,miên,宀,丶丶フ一一丨丨一ノ丶丶丶,U+5BD2
385,刊,khan san,⿰,干⺉,5.0,đao,刀,一一丨丨丨,U+520A
386,勘,khám,⿰,甚力,11.0,lực,力,一丨丨一一一ノ丶フフノ,U+52D8
387,勧,cần,⿰⿻⿱,𠂉一隹力,13.0,lực,力,ノ一一ノ丨丶一一一丨一フノ,U+52E7
388,巻,quyển,⿰,龹己,9.0,tiết,卩,丶ノ一一ノ丶フ一フ,U+5DFB
389,喚,hoán,⿰,口奐,12.0,khẩu,口,丨フ一ノフ丨フノ丶一ノ丶,U+559A
390,堪,kham,⿰,土甚,12.0,thổ,土,一丨一一丨丨一一一ノ丶フ,U+582A
391,姦,gian,⿱,女奻,9.0,nữ,女,フノ一フノ一フノ一,U+59E6
392,完,hoàn,⿱,宀元,7.0,miên,宀,丶丶フ一一ノフ,U+5B8C
393,官,quan,⿱,宀㠯,8.0,miên,宀,丶丶フ丨フ一フ一,U+5B98
394,寛,khoan,⿳,宀艹見,13.0,miên,宀,丶丶フ一丨丨丨フ一一一ノフ,U+5BDB
395,干,can cán,⿻,干,3.0,can,干,一一丨,U+5E72
396,幹,can cán hàn,⿸⿰,𠦝人干,13.0,can,干,一丨丨フ一一一丨ノ丶一一丨,U+5E79
397,患,hoạn,⿱,串心,11.0,tâm,心,丨フ一丨フ一丨丶フ丶丶,U+60A3
398,感,cảm hám,⿱,咸心,13.0,tâm,心,一ノ一丨フ一フノ丶丶フ丶丶,U+611F
399,慣,quán,⿰,⺖貫,14.0,tâm,心,丶丶丨フフ丨一丨フ一一一ノ丶,U+6163
400,憾,hám đảm,⿰,⺖感,16.0,tâm,心,丶丶丨一ノ一丨フ一フノ丶丶フ丶丶,U+61BE
401,換,hoán,⿰,⺘奐,12.0,thủ,手,一丨一ノフ丨フノ丶一ノ丶,U+63DB
402,敢,cảm,⿰,攴耳攵,11.0,phác,攴,フ一丨丨一一一ノ一ノ丶,U+6562
403,柑,cam kiềm,⿰,木甘,9.0,mộc,木,一丨ノ丶一丨丨一一,U+67D1
404,桓,hoàn,⿰,木亘,10.0,mộc,木,一丨ノ丶一丨フ一一一,U+6853
405,棺,quan quán,⿰,木官,12.0,mộc,木,一丨ノ丶丶丶フ丨フ一フ一,U+68FA
406,款,khoản,⿰⿱,士示欠,12.0,khiếm,欠,一丨一一一丨ノ丶ノフノ丶,U+6B3E
407,歓,hoan,⿰,欠隹,15.0,khiếm,欠,ノ一一ノ丨丶一一一丨一ノフノ丶,U+6B53
408,汗,hàn hãn hạn,⿰,⺡干,6.0,thuỷ,水,丶丶一一一丨,U+6C57
409,漢,hán,⿰,水艸口夫,14.0,thuỷ,水,丶丶一一丨丨一丨フ一一一ノ丶,U+6F22
410,澗,giản,⿰,⺡間,15.0,thuỷ,水,丶丶一丨フ一一丨フ一一丨フ一一,U+6F97
411,潅,hoán quán,⿰,水隹,14.0,thuỷ,水,丶丶一ノ一一ノ丨丶一一一丨一,U+6F45
412,環,hoàn,⿰,⺩睘,17.0,ngọc,玉,一一丨一丨フ丨丨一一丨フ一ノフノ丶,U+74B0
413,甘,cam,⿻,甘,5.0,cam,甘,一丨丨一一,U+7518
414,監,giam giám,⿱⿰⿱,臣𠂉一皿,14.0,mẫn,皿,一丨フ一丨フノ一丶丨フ丨丨一,U+76E3
415,看,khan khán,⿱,龵目,9.0,mục,目,ノ一一ノ丨フ一一一,U+770B
416,竿,can cán,⿱,⺮干,9.0,trúc,竹,ノ一丶ノ一丶一一丨,U+7AFF
417,管,quản,⿱,⺮官,14.0,trúc,竹,ノ一丶ノ一丶丶丶フ丨フ一フ一,U+7BA1
418,簡,giản,⿱,⺮間,18.0,trúc,竹,ノ一丶ノ一丶丨フ一一丨フ一一丨フ一一,U+7C21
419,緩,hoãn,⿰,糹爰,15.0,mịch,糸,フフ丶丶丶丶ノ丶丶ノ一一ノフ丶,U+7DE9
420,缶,phũ phẫu phữu,⿻,缶,6.0,phũ,缶,ノ一一丨フ丨,U+7F36
421,翰,hàn,⿸⿰,𠦝人羽,16.0,vũ,羽,一丨丨フ一一一丨ノ丶フ丶一フ丶一,U+7FF0
422,肝,can,⿰,月干,7.0,nhục,肉,ノフ一一一一丨,U+809D
423,艦,hạm,⿰,舟監,20.0,chu,舟,ノノフ丶一丶一丨フ一丨フノ一丶丨フ丨丨一,U+8266
424,莞,hoàn hoán hoản quản,⿱,艹完,10.0,thảo,艸,一丨丨丶丶フ一一ノフ,U+839E
425,観,quan quán,⿰,隹見,18.0,kiến,見,ノ一一ノ丨丶一一一丨一丨フ一一一ノフ,U+89B3
426,諌,gián,⿰,言東,15.0,ngôn,言,丶一一一丨フ一一丨フ一一丨ノ丶,U+8ACC
427,貫,oan quán,⿱,毌貝,11.0,bối,貝,フフ丨一丨フ一一一ノ丶,U+8CAB
428,還,hoàn toàn,⿺,辶睘,16.0,sước,辵,丨フ丨丨一一丨フ一ノ丨ノ丶丶フ丶,U+9084
429,鑑,giám,⿰,金監,22.0,kim,金,ノ丶一一丨丶ノ一一丨フ一丨フノ一丶丨フ丨丨一,U+9451
430,間,gian gián nhàn,⿵,門日,12.0,môn,門,丨フ一一丨フ一一丨フ一一,U+9593
431,閑,nhàn,⿵,門木,12.0,môn,門,丨フ一一丨フ一一一丨ノ丶,U+9591
432,関,quan,⿵,門关,14.0,môn,門,丨フ一一丨フ一一丶ノ一一ノ丶,U+95A2
433,陥,hãm,⿰,阜臽旧,9.0,phụ,阜,フ丨ノフ丨丨フ一一,U+9665
434,韓,hàn,⿰,𠦝韋,17.0,vi,韋,一丨丨フ一一一丨フ丨一丨フ一一フ丨,U+97D3
435,館,quán,⿰,飠官,16.0,thực,食,ノ丶丶フ一一フ丶丶丶フ丨フ一フ一,U+9928
436,舘,quán,⿰,舍官,16.0,thiệt,舌,ノ丶一一丨丨フ一丶丶フ丨フ一フ一,U+8218
437,丸,hoàn,⿻,九,3.0,chủ,丶,ノフ丶,U+4E38
438,含,hàm hám,⿱,今口,7.0,khẩu,口,ノ丶丶フ丨フ一,U+542B
439,岸,ngạn,⿱,山厈,8.0,sơn,山,丨フ丨一ノ一一丨,U+5CB8
440,巌,nham,⿱,山厳,19.0,sơn,山,丨フ丨丶丶ノ一ノフ一丨丨一一一ノ一ノ丶,U+5DCC
441,玩,ngoạn,⿰,⺩元,8.0,ngọc,玉,一一丨一一一ノフ,U+73A9
442,癌,ngai nham,⿸,疒嵒,17.0,nạch,疒,丶一ノ丶一丨フ一丨フ一丨フ一丨フ丨,U+764C
443,眼,nhãn nhẫn,⿰,目艮,11.0,mục,目,丨フ一一一フ一一フノ丶,U+773C
444,岩,nham,⿱,山石,8.0,sơn,山,丨フ丨一ノ丨フ一,U+5CA9
445,翫,ngoạn,⿰,習元,15.0,vũ,羽,フ丶一フ丶一ノ丨フ一一一一ノフ,U+7FEB
446,贋,nhạn,⿸,雁貝,19.0,bối,貝,一ノノ丨ノ丨丶一一一丨一丨フ一一一ノ丶,U+8D0B
447,雁,nhạn,⿸,厂倠,12.0,chuy,隹,一ノノ丨ノ丨丶一一一丨一,U+96C1
448,頑,ngoan,⿰,元頁,13.0,hiệt,頁,一一ノフ一ノ丨フ一一一ノ丶,U+9811
449,顔,nhan,⿰,彦頁,18.0,hiệt,頁,丶一丶ノ一ノノノノ一ノ丨フ一一一ノ丶,U+9854
450,願,nguyện,⿰,原頁,19.0,hiệt,頁,一ノノ丨フ一一丨ノ丶一ノ丨フ一一一ノ丶,U+9858
451,企,xí,⿱,人止,6.0,nhân,人,ノ丶丨一丨一,U+4F01
452,伎,ky kĩ kỹ,⿰,亻支,6.0,nhân,人,ノ丨一丨フ丶,U+4F0E
453,危,nguy quỵ,⿸,厃㔾,6.0,tiết,卩,ノフ一ノフフ,U+5371
454,喜,hi hí hý hỉ hỷ,⿱,壴口,12.0,khẩu,口,一丨一丨フ一丶ノ一丨フ一,U+559C
455,器,khí,⿱,哭吅,16.0,khẩu,口,丨フ一丨フ一一ノ丶丶丨フ一丨フ一,U+5668
456,基,cơ,⿱,其土,11.0,thổ,土,一丨丨一一一ノ丶一丨一,U+57FA
457,奇,cơ kì kỳ,⿱,大可,8.0,đại,大,一ノ丶一丨フ一丨,U+5947
458,嬉,hi hy,⿰,女喜,15.0,nữ,女,フノ一一丨一丨フ一丶ノ一丨フ一,U+5B09
459,寄,kí ký,⿱,宀奇,11.0,miên,宀,丶丶フ一ノ丶一丨フ一丨,U+5BC4
460,岐,kì kỳ,⿰,山支,7.0,sơn,山,丨フ丨一丨フ丶,U+5C90
461,希,hi hy,⿱,㐅布,7.0,cân,巾,ノ丶一ノ丨フ丨,U+5E0C
462,幾,cơ khởi ki ky kí ký kỉ kỳ kỷ,⿹⿻,𢆶戈人,12.0,yêu,幺,フフ丶フフ丶一ノ丶フノ丶,U+5E7E
463,忌,kí ký kị kỵ,⿱,己心,7.0,tâm,心,フ一フ丶フ丶丶,U+5FCC
464,揮,huy,⿰,⺘軍,12.0,thủ,手,一丨一丶フ一丨フ一一一丨,U+63EE
465,机,cơ ki ky kì kỷ,⿰,木几,6.0,mộc,木,一丨ノ丶ノフ,U+673A
466,旗,kì kỳ,⿰⿱,方𠂉其,14.0,phương,方,丶一フノノ一一丨丨一一一ノ丶,U+65D7
467,既,kí ký,⿰,无艮,9.0,vô,无,フ一一フ丶一フノフ,U+65E2
468,期,cơ ki ky kì kỳ,⿰,其月,12.0,nguyệt,月,一丨丨一一一ノ丶ノフ一一,U+671F
469,棋,ky kì kí ký kỳ,⿰,木其,12.0,mộc,木,一丨ノ丶一丨丨一一一ノ丶,U+68CB
470,棄,khí,⿳⿱,亠厶丗木,12.0,mộc,木,丶一フ丶一丨丨一一丨ノ丶,U+68C4
471,機,cơ ki ky,⿰,木幾,16.0,mộc,木,一丨ノ丶フフ丶フフ丶一ノ丶フノ丶,U+6A5F
472,帰,quy,⿰,巾刀彐冖巾,10.0,cân,巾,丶ノフ一一丶フ丨フ丨,U+5E30
473,毅,nghị,⿰,殳豙几又豕,15.0,thù,殳,丶一丶ノ一ノフノノノ丶ノフフ丶,U+6BC5
474,気,khí,⿹,气㐅,6.0,khí,气,ノ一一フノ丶,U+6C17
475,汽,hất khí ất,⿰,⺡气,7.0,thuỷ,水,丶丶一ノ一一フ,U+6C7D
476,畿,kì kỳ,⿹⿻,𢆶戈田,15.0,điền,田,フフ丶フフ丶一丨フ一丨一フノ丶,U+757F
477,祈,kì kỳ,⿰,⺭斤,8.0,kỳ,示,丶フ丨丶ノノ一丨,U+7948
478,季,quý,⿱,禾子,8.0,tử,子,ノ一丨ノ丶フ丨一,U+5B63
479,稀,hi hy,⿰,禾希,12.0,hoà,禾,ノ一丨ノ丶ノ丶一ノ丨フ丨,U+7A00
480,紀,kỉ kỷ,⿰,糹己,9.0,mịch,糸,フフ丶丶丶丶フ一フ,U+7D00
481,徽,huy,⿰,彳𢾰,17.0,xích,彳,ノノ丨丨フ丨一フフ丶丨ノ丶ノ一ノ丶,U+5FBD
482,規,quy,⿰,夫見,11.0,kiến,見,一一ノ丶丨フ一一一ノフ,U+898F
483,記,kí ký,⿰,言己,10.0,ngôn,言,丶一一一丨フ一フ一フ,U+8A18
484,貴,quý,⿳,中一貝,12.0,bối,貝,丨フ一丨一丨フ一一一ノ丶,U+8CB4
485,起,khỉ khởi,⿺,走巳,10.0,tẩu,走,一丨一丨一ノ丶フ一フ,U+8D77
486,軌,quỹ,⿰,車九,9.0,xa,車,一丨フ一一一丨ノフ,U+8ECC
487,輝,huy,⿰,光軍,15.0,xa,車,丨丶ノ一ノフ丶フ一丨フ一一一丨,U+8F1D
488,飢,cơ ky,⿰,飠几,10.0,thực,食,ノ丶丶フ一一フ丶ノフ,U+98E2
489,騎,kị kỵ,⿰,馬奇,18.0,mã,馬,一丨一一丨フ丶丶丶丶一ノ丶一丨フ一丨,U+9A0E
490,鬼,quỷ,⿻,鬼,9.0,quỷ,鬼,ノ丨フ一一ノフフ丶,U+9B3C
491,亀,quy,⿱,乙日电,11.0,ất,乙,ノフ丨フ一一丨フ一一フ,U+4E80
492,偽,nguỵ,⿰,亻為,11.0,nhân,人,ノ丨丶ノフフフ丶丶丶丶,U+507D
493,儀,nghi,⿰,亻義,15.0,nhân,人,ノ丨丶ノ一一丨一ノ一丨一フノ丶,U+5100
494,妓,kĩ kỹ,⿰,女支,7.0,nữ,女,フノ一一丨フ丶,U+5993
495,宜,nghi,⿱,宀且,8.0,miên,宀,丶丶フ丨フ一一一,U+5B9C
496,戯,hí hý,⿰,虚戈,15.0,qua,戈,丨一フノ一フ丨丨丶ノ一一フノ丶,U+622F
497,技,kĩ kỹ,⿰,⺘支,7.0,thủ,手,一丨一一丨フ丶,U+6280
498,擬,nghĩ,⿰,⺘疑,17.0,thủ,手,一丨一ノフノ一一ノ丶フ丶フ丨一ノ丶,U+64EC
499,欺,khi,⿰,其欠,12.0,khiếm,欠,一丨丨一一一ノ丶ノフノ丶,U+6B3A
500,犠,hy,⿰,牛義,17.0,ngưu,牛,ノ一丨一丶ノ一一丨一ノ一丨一フノ丶,U+72A0
501,疑,nghi nghĩ ngưng ngật,⿰⿱,𠤕龴疋,14.0,sơ,疋,ノフノ一一ノ丶フ丶フ丨一ノ丶,U+7591
502,祇,chi chỉ kì kỳ,⿰,⺭氏,8.0,kỳ,示,丶フ丨丶ノフ一フ,U+7947
503,義,nghĩa,⿱,𦍌我,13.0,dương,羊,丶ノ一一丨一ノ一丨一フノ丶,U+7FA9
504,蟻,nghĩ nghị,⿰,虫義,19.0,trùng,虫,丨フ一丨一丶丶ノ一一丨一ノ一丨一フノ丶,U+87FB
505,誼,nghị,⿰,言宜,15.0,ngôn,言,丶一一一丨フ一丶丶フ丨フ一一一,U+8ABC
